surname,ids,gender,age_bin,geography,creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn_prediction,churn_score
Y?,134143-15636388,Female,36-45,France,713,39,6,74896.8,1,1.0,1.0,170518.66,0,0.1165051
Isayeva,44221-15665460,Female,60+,Spain,732,67,1,0.0,1,1.0,1.0,177783.04,0,0.372128
Akabueze,68052-15626948,Female,36-45,France,730,42,5,0.0,2,0.0,0.0,161479.19,0,0.11336185
Manna,13810-15591477,Female,46-60,France,651,47,7,0.0,2,1.0,1.0,79928.15,0,0.08424801
Chuang,57691-15670104,Male,26-35,Germany,627,31,9,113096.55,1,1.0,1.0,72927.71,0,0.10317013
Grieve,28583-15736287,Male,36-45,France,694,39,2,0.0,1,0.0,1.0,167984.64,0,0.18353966
T'ien,146239-15732617,Male,36-45,France,728,39,6,0.0,2,0.0,0.0,87898.61,0,0.031344656
Hsu,47483-15682914,Male,26-35,France,754,30,6,0.0,2,1.0,1.0,173321.65,0,0.00845935
Maclean,105662-15755722,Female,46-60,Germany,542,47,0,113858.36,1,0.0,1.0,91574.92,1,0.75970995
Hs?eh,138676-15729557,Female,26-35,Spain,715,33,6,0.0,1,1.0,1.0,162599.23,0,0.15061289
Folliero,102726-15739592,Female,26-35,France,731,34,4,0.0,2,1.0,1.0,162599.9,0,0.014077326
Lascelles,155166-15576044,Male,26-35,Spain,778,35,4,160541.36,2,1.0,0.0,181429.87,0,0.061132826
Hao,106249-15568982,Male,18-25,France,726,24,4,0.0,2,0.0,1.0,54724.03,0,0.016200317
Millar,383-15770121,Male,26-35,Germany,683,34,4,112290.22,1,1.0,0.0,2465.8,0,0.30926764
Lawrence,83195-15772337,Male,46-60,Germany,723,49,0,153855.52,1,1.0,0.0,180862.26,1,0.8162563
Brown,19671-15605827,Male,26-35,France,553,33,9,141749.43,1,1.0,1.0,98640.56,0,0.037636615
Chukwufumnanya,121545-15778947,Female,60+,France,697,63,4,0.0,2,1.0,1.0,139947.17,0,0.078068435
Macleod,33335-15582519,Female,18-25,France,673,24,4,152926.4,2,1.0,1.0,172459.37,0,0.03614997
Ritchie,140931-15753874,Male,26-35,Germany,631,27,8,122084.63,2,1.0,0.0,73857.94,0,0.066091664
Tien,75781-15782758,Male,46-60,Germany,576,56,4,125903.85,1,1.0,0.0,127095.86,1,0.91566044
Chukwudi,33231-15631201,Female,36-45,France,651,42,5,146093.65,1,1.0,0.0,136497.28,0,0.4053473
Lucciano,147335-15711759,Male,26-35,Spain,828,33,5,97257.41,2,0.0,0.0,140721.73,0,0.06140642
Wallace,28448-15735346,Female,36-45,Germany,527,41,10,136733.24,1,1.0,0.0,57589.29,1,0.7215568
Nwora,55665-15685852,Male,36-45,France,731,37,3,122550.54,1,1.0,1.0,59195.48,0,0.056066543
T'ien,120123-15663826,Male,36-45,Spain,775,40,1,0.0,2,1.0,1.0,131521.72,0,0.018711679
Yobanna,8066-15738980,Male,26-35,France,506,29,4,0.0,2,1.0,0.0,105568.6,0,0.021254176
Lettiere,21039-15654964,Male,36-45,Germany,571,36,3,126448.58,1,1.0,1.0,106977.8,0,0.14172184
Ch'iu,82803-15682955,Female,26-35,France,662,30,3,0.0,2,1.0,1.0,196257.67,0,0.014472629
Y?an,52027-15724296,Male,46-60,Spain,579,47,3,141918.07,1,1.0,0.0,115916.55,1,0.51906055
Blinova,43189-15663883,Male,26-35,France,741,33,5,0.0,1,1.0,0.0,64839.23,0,0.22259866
Azuka,11577-15709780,Male,36-45,France,659,37,6,0.0,2,1.0,1.0,84487.62,0,0.010738287
Pirozzi,156764-15570194,Female,26-35,France,762,35,7,61636.97,1,1.0,1.0,82336.73,0,0.092217855
Storey,91704-15702801,Male,26-35,France,639,29,4,0.0,1,1.0,0.0,84972.9,0,0.17443968
Walton,133177-15600174,Male,26-35,France,525,31,7,165358.77,2,1.0,1.0,94738.54,0,0.02333343
Sinnett,60693-15641480,Male,26-35,France,648,32,7,131354.39,1,1.0,0.0,125256.53,0,0.07469203
Galkin,125859-15806941,Male,26-35,France,713,30,7,82276.79,1,0.0,0.0,181206.86,0,0.080823846
L?,65975-15750811,Male,60+,France,487,61,6,0.0,2,1.0,1.0,60905.51,0,0.049662124
Pinto,43827-15750837,Male,36-45,Germany,619,40,3,103604.31,2,1.0,0.0,142995.32,0,0.19021913
Calabrese,71371-15668894,Female,46-60,France,755,51,1,0.0,2,1.0,1.0,111698.0,0,0.16309054
Zetticci,55121-15794236,Male,26-35,France,689,26,2,0.0,2,0.0,0.0,82438.13,0,0.020910915
Johnston,36556-15755018,Female,46-60,Germany,571,52,8,102785.16,1,1.0,0.0,74588.41,1,0.93295467
Fang,147825-15592979,Male,26-35,France,670,29,6,88294.6,1,1.0,0.0,66979.06,0,0.07862222
Yeh,113580-15780254,Male,26-35,Spain,714,26,0,111735.96,2,0.0,1.0,101273.91,0,0.050456755
Ts'ai,41227-15570060,Female,36-45,France,646,40,5,0.0,1,1.0,0.0,161468.01,1,0.6798106
Tuan,137070-15771856,Male,36-45,Spain,633,38,2,0.0,1,1.0,1.0,171045.35,0,0.1456519
Milani,24053-15763679,Female,26-35,Spain,731,27,3,0.0,2,1.0,0.0,125088.67,0,0.033450477
Udokamma,32374-15628007,Male,26-35,France,684,30,1,0.0,2,1.0,1.0,80785.39,0,0.0069556492
Y?,148257-15809822,Female,36-45,Germany,790,39,4,128743.08,1,1.0,1.0,125957.65,0,0.32820854
Calabresi,75410-15778290,Male,26-35,Spain,683,29,0,0.0,1,1.0,1.0,136768.41,0,0.094115
Monaldo,43329-15625586,Male,26-35,Spain,717,35,4,0.0,1,1.0,0.0,167573.06,0,0.25436455
Hs?eh,104960-15642098,Male,26-35,Spain,632,34,7,0.0,2,1.0,1.0,57974.72,0,0.007988494
Ibeamaka,24653-15793491,Male,26-35,France,725,33,6,109346.13,2,1.0,1.0,161465.31,0,0.02499464
Hs?,92872-15691817,Male,26-35,Spain,562,32,9,0.0,2,1.0,1.0,152499.7,0,0.008374325
Jennings,91507-15582325,Male,46-60,France,524,52,3,87894.26,1,1.0,1.0,173844.89,0,0.27791652
Frolova,152594-15577988,Male,36-45,France,662,36,8,0.0,2,1.0,1.0,150580.13,0,0.010659549
Ndubueze,144654-15807593,Male,26-35,France,589,29,5,0.0,2,0.0,0.0,170980.86,0,0.02487471
Nkemdirim,57809-15720284,Male,36-45,Germany,619,36,9,124540.93,2,0.0,1.0,171762.87,0,0.06007214
P'eng,139490-15768449,Male,36-45,France,731,36,7,0.0,2,1.0,1.0,183492.9,0,0.010237009
Lo Duca,11480-15793883,Male,26-35,France,729,32,3,0.0,2,1.0,0.0,2305.27,0,0.022891974
Fiorentini,102387-15632651,Female,36-45,Germany,662,38,8,91857.59,2,1.0,0.0,88866.92,0,0.12933789
Simmons,39843-15725664,Male,26-35,France,748,35,5,110929.96,1,1.0,1.0,24903.09,0,0.066010244
Tien,66048-15775235,Male,36-45,France,576,39,2,0.0,2,1.0,0.0,158887.09,0,0.03414902
Hsiung,39110-15745080,Female,18-25,Spain,601,25,7,0.0,2,1.0,1.0,122939.57,0,0.01457505
Smith,76956-15705515,Female,46-60,France,592,57,8,0.0,2,0.0,0.0,17013.54,0,0.40290105
White,7043-15716609,Male,26-35,France,588,31,2,0.0,2,0.0,0.0,105780.18,0,0.022878734
Abramova,84006-15668894,Male,36-45,Germany,661,41,3,122552.48,2,1.0,0.0,120646.4,0,0.16981466
Hsueh,164641-15697441,Female,36-45,Spain,589,37,7,182123.79,2,0.0,1.0,116828.51,0,0.058902
Chukwufumnanya,49934-15786638,Female,26-35,Germany,681,30,7,110153.42,1,1.0,0.0,141726.64,0,0.36845508
Sturdee,132153-15697606,Female,18-25,France,638,21,10,125712.2,1,0.0,0.0,175072.47,0,0.20399128
Carpenter,126268-15722404,Female,36-45,France,673,41,8,0.0,1,0.0,1.0,127939.19,0,0.32442287
Eiland,31652-15718243,Male,36-45,France,584,36,6,0.0,2,1.0,0.0,124571.02,0,0.021655137
Ugochukwu,95727-15584091,Female,60+,Spain,628,66,4,0.0,2,1.0,1.0,89800.24,0,0.039292406
Ch'ang,89902-15803682,Male,26-35,France,712,28,7,0.0,1,1.0,1.0,189642.13,0,0.05665747
Hsu,5871-15594928,Male,36-45,Spain,654,36,8,135369.71,1,1.0,1.0,140133.22,0,0.04623091
Hughes,110342-15575119,Male,60+,France,679,71,2,0.0,2,1.0,0.0,146895.36,0,0.21061642
T'ang,111575-15574305,Male,36-45,France,644,36,3,116275.12,1,1.0,1.0,63795.62,0,0.054867048
Onyemauchechukwu,103637-15676909,Male,26-35,Germany,727,33,1,139832.55,1,1.0,0.0,166598.76,0,0.26089022
Ch'ien,42371-15750874,Male,26-35,Germany,673,32,1,102741.15,1,1.0,0.0,92840.67,0,0.24573867
Yudin,33256-15610557,Female,46-60,France,751,46,3,0.0,2,1.0,1.0,24761.36,0,0.09207289
Sung,111548-15748854,Female,26-35,Germany,723,28,5,91938.31,1,1.0,1.0,143481.85,0,0.15693492
Fontenot,41036-15681068,Male,26-35,Spain,677,32,7,0.0,2,1.0,1.0,109545.56,0,0.0072494675
Piazza,136865-15783955,Male,36-45,Spain,659,45,9,126670.37,1,1.0,0.0,198103.32,0,0.3720146
Brownless,125993-15796767,Male,36-45,Spain,559,40,1,171069.58,1,1.0,1.0,45956.37,0,0.10101561
Korovin,84265-15697214,Female,36-45,Germany,717,36,4,121063.85,1,1.0,1.0,152979.14,0,0.2840351
Vinogradova,28284-15726088,Male,36-45,France,586,40,6,0.0,2,1.0,0.0,22735.45,0,0.041848212
L?,71067-15570086,Male,36-45,Germany,850,39,9,123859.4,1,1.0,0.0,131083.9,0,0.36620948
Uwakwe,66811-15603741,Female,36-45,France,521,36,7,79475.3,1,1.0,1.0,116981.97,0,0.0725258
O'Loghlen,135055-15612358,Female,36-45,Germany,668,38,5,123971.16,1,0.0,0.0,47848.56,1,0.5617479
Hansen,42556-15683416,Female,36-45,France,526,38,8,0.0,1,0.0,1.0,81617.4,0,0.28498992
Scott,27137-15639576,Male,36-45,France,588,37,2,126619.27,1,0.0,0.0,143598.7,0,0.15538652
T'ien,58168-15690130,Male,46-60,France,699,49,9,0.0,2,1.0,1.0,145936.91,0,0.053144265
Yobachukwu,48036-15750874,Female,26-35,Spain,621,33,3,88798.34,1,1.0,0.0,48778.46,0,0.20755176
Pisani,99186-15750056,Male,26-35,France,656,33,1,122324.6,2,1.0,0.0,102076.82,0,0.04436366
Bird,115473-15630328,Female,36-45,France,680,44,3,0.0,2,1.0,1.0,161203.6,0,0.06602197
Ts'ai,140607-15576723,Male,26-35,France,683,35,6,0.0,2,1.0,1.0,112781.5,0,0.007364376
Chukwukere,84382-15807312,Male,36-45,France,699,37,8,142400.51,1,1.0,0.0,127951.48,0,0.08314455
Schmidt,104457-15637788,Male,18-25,Spain,743,23,3,110203.77,1,1.0,0.0,95583.45,0,0.1193252
Ts'ui,126979-15593499,Female,36-45,France,774,38,0,0.0,2,1.0,1.0,181224.56,0,0.0339345
Okwudilichukwu,41661-15638463,Female,26-35,France,635,34,8,139480.18,1,1.0,1.0,163581.67,0,0.059155837
Chukwuhaenye,141778-15752026,Female,46-60,Germany,686,52,2,106116.71,1,1.0,1.0,99298.24,1,0.7396707
Teng,66200-15764033,Male,36-45,France,685,45,1,0.0,2,1.0,1.0,79270.02,0,0.032341585
Lai,136354-15738884,Male,26-35,France,713,31,4,0.0,1,1.0,1.0,172450.19,0,0.08889464
Kao,137137-15769402,Male,26-35,Germany,850,29,2,134591.49,1,0.0,1.0,113693.09,0,0.12133861
Hao,115018-15790658,Female,36-45,France,534,36,5,0.0,2,1.0,0.0,141405.85,0,0.06274667
Genovesi,18580-15639946,Male,36-45,Germany,583,41,4,57657.49,1,1.0,0.0,142538.31,1,0.537695
Horsley,154752-15685829,Female,46-60,Spain,708,53,4,0.0,1,1.0,0.0,162683.06,1,0.9174056
Shih,87446-15689517,Male,36-45,Germany,779,41,7,121093.29,1,1.0,0.0,127528.84,0,0.48330936
Kao,87097-15684584,Male,26-35,Spain,806,33,3,121389.94,1,0.0,0.0,93844.89,0,0.14702931
Onwubiko,31072-15797710,Female,36-45,France,586,43,9,161887.81,1,1.0,1.0,36642.65,0,0.19113524
Tien,93425-15690744,Male,26-35,France,683,28,7,0.0,2,1.0,0.0,175071.18,0,0.014277498
Brown,67061-15735025,Female,36-45,Germany,655,37,3,172325.67,1,1.0,0.0,9241.83,0,0.48184073
Bancks,45693-15805627,Male,26-35,France,707,32,6,0.0,2,0.0,1.0,132562.23,0,0.0096043395
Ignatyeva,47140-15702434,Female,26-35,France,548,35,4,0.0,2,1.0,1.0,31299.71,0,0.02013017
Chia,116845-15632010,Male,36-45,Spain,616,36,7,71481.79,2,1.0,1.0,192542.17,0,0.024927808
Nkemjika,96989-15797720,Male,46-60,Spain,768,50,4,132876.07,1,0.0,0.0,175700.66,1,0.68770576
Torkelson,62689-15747534,Male,46-60,France,595,55,4,0.0,2,0.0,0.0,73489.15,0,0.40775838
Cumbrae-Stewart,97109-15635597,Male,26-35,Spain,571,34,6,0.0,2,1.0,0.0,171652.19,0,0.015596784
Oluchukwu,139937-15664720,Male,26-35,France,745,35,9,164557.95,1,1.0,1.0,139259.54,0,0.048443455
Piazza,144777-15732704,Male,36-45,France,583,40,3,148042.97,1,1.0,0.0,52341.15,0,0.20858085
Udinesi,20985-15776069,Male,26-35,Germany,567,31,8,116471.55,1,1.0,1.0,8991.65,0,0.12783197
Hs?,98795-15681645,Female,26-35,France,684,35,0,0.0,2,0.0,1.0,121189.2,0,0.031367227
Myers,113946-15591428,Male,26-35,Germany,781,29,9,135927.06,3,0.0,0.0,172097.4,1,0.84243536
Hsia,48624-15583576,Male,18-25,Germany,850,22,7,131238.69,2,0.0,0.0,184524.8,0,0.07904028
Jen,105381-15694039,Male,36-45,France,650,42,7,0.0,2,1.0,1.0,176902.83,0,0.02172929
Fanucci,97816-15636684,Male,46-60,Spain,753,55,6,152264.81,1,1.0,1.0,187911.52,0,0.30422696
Ugorji,110673-15723884,Female,36-45,France,743,40,2,0.0,1,0.0,1.0,158585.15,0,0.41691765
White,97900-15706464,Male,26-35,France,667,35,2,97585.32,2,0.0,0.0,57213.46,0,0.067910895
Ginikanwa,114070-15685805,Male,26-35,France,654,35,6,0.0,2,0.0,1.0,94670.77,0,0.011330563
Agafonova,62223-15691387,Male,26-35,France,481,29,9,0.0,1,1.0,1.0,81634.45,0,0.09925983
Kuo,121854-15741385,Male,36-45,France,628,43,9,0.0,1,1.0,0.0,157891.86,1,0.68211067
Ponomarev,147274-15663888,Female,36-45,France,696,36,3,0.0,2,1.0,1.0,162697.4,0,0.01964725
Hsing,11233-15661409,Male,26-35,Germany,663,34,1,122450.54,1,0.0,1.0,199203.71,0,0.17672399
Tien,56666-15772361,Female,26-35,Spain,558,28,7,0.0,2,1.0,1.0,172363.69,0,0.016269216
Hsia,149-15783501,Female,36-45,Germany,632,42,7,131345.26,1,0.0,1.0,100101.06,0,0.47277576
Lucchesi,110846-15599152,Male,18-25,Spain,850,23,9,110931.55,1,1.0,0.0,100183.5,0,0.1088195
McIntyre,114873-15771087,Female,36-45,France,633,45,5,0.0,1,1.0,0.0,168822.01,1,0.843525
Onwuamaeze,63905-15683562,Male,26-35,France,682,28,7,0.0,2,1.0,0.0,59864.96,0,0.015697578
Yermakova,140094-15723488,Male,26-35,France,729,29,4,0.0,2,1.0,0.0,171681.86,0,0.01634876
Okechukwu,16859-15581840,Female,46-60,France,635,50,2,141434.04,1,1.0,0.0,118929.64,1,0.76144797
Wei,114133-15637240,Male,26-35,France,638,33,4,0.0,2,1.0,0.0,94499.06,0,0.016078407
Ponce,34788-15689328,Male,36-45,Spain,615,41,4,0.0,2,1.0,1.0,49373.97,0,0.018980522
Chukwudi,45180-15642992,Male,26-35,Germany,684,32,4,77919.45,2,1.0,0.0,95936.83,0,0.046490096
Gallo,75113-15774250,Male,26-35,France,532,27,1,159024.71,2,1.0,0.0,100982.93,0,0.06764726
Ch'en,29147-15783882,Female,46-60,Germany,838,46,7,151855.33,2,1.0,0.0,147720.25,0,0.49803296
Kao,14890-15585835,Female,36-45,France,710,40,8,0.0,2,1.0,0.0,88890.68,0,0.06363019
Pinto,63221-15662758,Female,26-35,Spain,676,33,4,0.0,2,1.0,0.0,131625.14,0,0.032616626
Lai,46802-15770091,Female,26-35,France,678,28,8,148659.48,1,0.0,1.0,137537.19,0,0.07894815
Lucchese,125213-15686907,Male,26-35,Germany,652,28,8,124577.15,1,1.0,1.0,172097.95,0,0.106265575
Wright,17157-15715939,Male,26-35,Spain,776,30,5,152663.77,1,0.0,1.0,41820.65,0,0.0845991
Mordvinova,110256-15726310,Female,46-60,France,605,51,8,0.0,1,1.0,0.0,143668.58,1,0.925572
Nnamdi,59564-15583840,Male,36-45,Spain,687,40,4,0.0,2,1.0,1.0,102798.43,0,0.016099188
Pisani,71767-15596674,Female,26-35,France,568,28,10,146780.39,1,1.0,1.0,117037.72,0,0.07399746
De Luca,11113-15596088,Male,26-35,France,586,33,5,136678.52,1,1.0,0.0,159483.76,0,0.09835211
Hs?,156906-15788058,Male,46-60,Germany,721,59,2,140197.41,1,1.0,0.0,50249.72,1,0.85782886
Chinwendu,7420-15793049,Female,46-60,Germany,803,54,5,122552.34,1,0.0,0.0,179964.55,1,0.90492445
Mironova,163690-15741181,Female,36-45,France,718,37,7,97188.61,1,1.0,0.0,87400.85,0,0.15200694
Uspenskaya,65575-15663134,Male,26-35,Spain,544,31,1,0.0,2,1.0,0.0,83866.35,0,0.019880157
Walker,34026-15773776,Male,36-45,France,657,37,5,0.0,2,1.0,0.0,67944.09,0,0.02564795
Ponomarev,64453-15609977,Female,26-35,Spain,644,34,1,131628.24,1,1.0,0.0,166650.96,0,0.15627688
Gartrell,84453-15643496,Female,36-45,Germany,602,45,9,118087.68,1,1.0,0.0,113868.4,1,0.82982993
Conway,37998-15640421,Female,46-60,Germany,639,54,3,142989.69,1,1.0,0.0,53843.71,1,0.9221254
Chiawuotu,78010-15808650,Male,36-45,Germany,581,36,4,166526.18,2,1.0,1.0,100433.83,0,0.032050624
Nwokeocha,114377-15793881,Male,46-60,France,751,50,5,0.0,1,1.0,1.0,174568.24,1,0.6064091
T'ien,161633-15759566,Male,46-60,France,775,50,1,0.0,2,1.0,1.0,182336.7,0,0.08893424
Piccio,118718-15663410,Male,46-60,Spain,771,53,5,135506.58,1,1.0,1.0,152479.64,0,0.2941856
Maclean,59657-15593094,Female,18-25,France,583,24,4,0.0,2,1.0,1.0,122374.02,0,0.017777167
Trevisano,115915-15631868,Male,36-45,France,593,39,9,0.0,1,1.0,1.0,183682.09,0,0.18597232
Ch'in,33372-15779973,Female,36-45,France,731,38,1,174701.05,2,0.0,1.0,73066.72,0,0.07154686
T'ien,10287-15694300,Male,36-45,France,707,36,7,0.0,2,1.0,1.0,140941.47,0,0.009153317
Y?an,4097-15658670,Female,46-60,France,704,54,5,0.0,1,1.0,0.0,89938.72,1,0.9192046
Shih,55390-15663939,Male,36-45,France,591,38,7,71741.41,1,1.0,1.0,89520.74,0,0.049230326
K'ung,79764-15780359,Female,36-45,France,558,43,4,0.0,1,1.0,0.0,140780.8,1,0.8252655
Ch'in,143738-15626452,Female,26-35,France,731,34,4,154982.79,1,1.0,0.0,131301.74,0,0.16526952
H?,164115-15658813,Male,36-45,France,537,41,7,0.0,1,1.0,0.0,159418.1,0,0.4967718
Ch'in,87590-15574137,Male,26-35,France,487,35,3,0.0,2,1.0,1.0,176450.19,0,0.010677678
Oluchukwu,74159-15724876,Female,26-35,France,846,26,0,0.0,2,1.0,1.0,198317.23,0,0.031221088
Dyer,30447-15740404,Male,46-60,Germany,756,55,2,109052.59,1,1.0,0.0,135077.01,1,0.9116308
Murray,19736-15673877,Male,36-45,France,684,44,8,0.0,3,0.0,0.0,171060.01,1,0.89331955
Fiorentini,130326-15598097,Female,46-60,Spain,717,48,9,0.0,2,1.0,0.0,120106.89,0,0.33232522
Y?,46679-15716085,Male,26-35,France,689,33,8,0.0,2,1.0,0.0,158973.77,0,0.0144242495
Chukwualuka,93760-15754569,Female,26-35,France,545,32,2,137227.04,1,1.0,1.0,172618.52,0,0.07610548
Frolov,125112-15796890,Male,26-35,Spain,628,34,2,0.0,2,0.0,1.0,142513.57,0,0.013606384
Ugochukwu,35011-15681115,Male,46-60,Spain,681,54,8,0.0,2,1.0,0.0,162260.93,0,0.38403133
Hsia,99137-15679983,Female,36-45,France,708,41,1,0.0,1,1.0,1.0,95611.01,0,0.32428566
Nwabugwu,155052-15732674,Male,36-45,Spain,711,39,9,0.0,2,1.0,0.0,91573.19,0,0.028485931
Mazzanti,151239-15796796,Male,46-60,Spain,667,51,9,96951.21,1,1.0,1.0,187866.21,0,0.23009646
Hsia,135739-15603479,Male,26-35,France,637,28,7,96769.26,1,1.0,0.0,71159.58,0,0.074907266
Chiekwugo,50942-15644796,Male,36-45,France,599,37,1,81573.78,1,1.0,1.0,179488.48,0,0.047006745
Yao,3617-15651144,Female,46-60,Germany,632,46,2,150561.03,1,0.0,0.0,64722.61,1,0.83241177
Nwankwo,94475-15580935,Female,26-35,Germany,705,29,10,137814.25,1,1.0,0.0,45611.92,0,0.33906117
Smith,164378-15807595,Female,26-35,France,599,34,3,0.0,2,1.0,1.0,132908.58,0,0.013934846
Ponomaryova,122877-15760865,Male,36-45,France,671,38,8,0.0,1,1.0,1.0,10074.05,0,0.11068515
Herbert,159754-15639665,Male,60+,Spain,846,61,0,0.0,2,1.0,0.0,96202.44,0,0.33436352
Ts'ai,54086-15661349,Female,26-35,France,661,35,4,0.0,2,0.0,1.0,112935.54,0,0.02242786
Ts'ao,20830-15792360,Male,26-35,Spain,724,31,9,0.0,2,1.0,0.0,166957.82,0,0.01627821
Y?an,72907-15674541,Female,36-45,Spain,537,36,8,0.0,2,1.0,1.0,171706.66,0,0.022054575
Genovese,102967-15782630,Male,26-35,France,757,35,4,137482.19,1,0.0,0.0,62389.35,0,0.13660131
T'ien,124566-15675231,Male,36-45,France,687,37,4,0.0,2,1.0,0.0,128521.2,0,0.021787481
Barry,66458-15686137,Female,36-45,Spain,456,41,9,147506.25,2,1.0,1.0,135399.21,0,0.050784342
P'eng,1979-15571917,Female,36-45,France,735,42,4,0.0,1,1.0,1.0,170518.72,0,0.47597337
Brown,62252-15720509,Male,60+,France,639,71,7,0.0,2,1.0,1.0,48559.53,0,0.025775163
Hsiao,125421-15797962,Male,26-35,Germany,627,29,3,105443.68,1,0.0,1.0,73850.68,0,0.15963106
Burke,29706-15747724,Female,26-35,Spain,676,30,5,0.0,2,1.0,0.0,23231.93,0,0.037202623
Hall,20755-15699839,Male,36-45,France,432,38,0,152603.45,1,1.0,0.0,71692.8,0,0.2123961
Ts'ao,102723-15571261,Female,26-35,Spain,594,34,7,0.0,1,1.0,0.0,132442.38,0,0.3013046
Manna,106668-15689514,Male,36-45,France,675,36,9,0.0,1,1.0,0.0,54871.02,0,0.2543983
Yuan,3409-15680141,Female,36-45,Spain,759,41,7,147936.42,1,1.0,1.0,106785.7,0,0.11218009
Bergamaschi,89792-15806922,Male,36-45,France,674,41,4,126605.14,1,1.0,1.0,166694.93,0,0.07678753
Manna,3788-15655238,Female,46-60,France,683,55,1,0.0,1,1.0,0.0,187987.04,1,0.9162011
Hsiung,119173-15618893,Female,26-35,France,719,34,5,0.0,2,1.0,0.0,153362.99,0,0.030042285
Trevisano,77584-15591747,Male,46-60,Spain,586,46,6,0.0,2,1.0,1.0,181224.56,0,0.05374355
Sun,25652-15710138,Male,36-45,Spain,718,39,6,0.0,2,1.0,1.0,63889.1,0,0.0128960125
Brown,95524-15768455,Male,36-45,France,638,36,8,0.0,2,1.0,0.0,171070.55,0,0.02257423
Nwabugwu,18006-15679611,Female,46-60,France,730,49,9,127661.69,1,1.0,0.0,62467.66,1,0.6624747
Martin,73897-15586039,Male,36-45,France,628,45,1,128760.61,2,1.0,0.0,102057.73,0,0.17489137
Hs?eh,125766-15802478,Female,36-45,France,703,38,7,0.0,2,1.0,0.0,176883.42,0,0.045067854
Ibezimako,12848-15668575,Male,18-25,France,696,21,10,0.0,2,1.0,1.0,51672.08,0,0.0091833705
Burson,87493-15709199,Female,46-60,France,752,47,1,0.0,1,1.0,1.0,184118.73,1,0.6918958
Kwemto,123968-15654700,Female,46-60,France,640,47,8,89799.46,2,0.0,1.0,13783.77,0,0.118209
Okonkwo,129337-15759566,Male,26-35,Spain,676,30,3,0.0,2,0.0,1.0,81297.62,0,0.011341074
Johnston,67053-15656086,Male,46-60,France,682,60,0,0.0,1,0.0,1.0,141872.52,1,0.5235136
Galkina,13518-15777797,Male,26-35,Germany,749,31,1,128468.69,1,1.0,1.0,149922.39,0,0.1095273
Lai,16829-15783487,Male,36-45,Spain,588,43,4,104753.04,1,0.0,0.0,109633.96,0,0.42691728
Chinagorom,18255-15798942,Male,26-35,Germany,474,32,9,122552.34,2,0.0,1.0,48606.92,0,0.051954065
Zetticci,135059-15747808,Male,26-35,France,712,34,0,120711.21,1,1.0,0.0,25950.53,0,0.1165374
Cocci,141090-15662865,Male,36-45,France,658,44,8,0.0,2,0.0,0.0,84927.42,0,0.08544122
Palerma,48738-15575691,Female,46-60,France,681,58,5,0.0,2,0.0,0.0,49848.86,0,0.47815186
Kao,152014-15737705,Female,36-45,France,793,40,8,154863.15,1,1.0,1.0,65612.12,0,0.14235306
Y?,138230-15727489,Male,26-35,Germany,686,31,2,132667.39,2,0.0,0.0,1843.24,0,0.10055482
Ku,83856-15570134,Male,26-35,France,689,34,5,0.0,2,0.0,0.0,6129.61,0,0.028202077
Chiemenam,154466-15583590,Male,46-60,Spain,719,52,9,0.0,1,0.0,1.0,49324.03,0,0.46881846
Shen,22512-15699195,Female,26-35,France,709,34,3,110949.41,1,1.0,0.0,168515.61,0,0.15853287
Baresi,29582-15656535,Female,26-35,Spain,553,32,9,0.0,2,0.0,1.0,117948.71,0,0.020349517
Ugoji,108071-15801352,Male,36-45,Spain,807,39,1,0.0,2,1.0,0.0,183572.04,0,0.04005263
T'ien,95201-15761132,Male,26-35,Germany,755,30,8,122359.5,1,0.0,0.0,65675.47,0,0.25511435
Chu,134415-15791767,Female,26-35,Germany,731,35,2,121451.39,2,1.0,0.0,114951.42,0,0.13942027
Ch'in,14889-15690169,Female,26-35,Germany,661,33,8,120107.42,2,1.0,1.0,52319.29,0,0.06552891
Shubin,94310-15632275,Male,36-45,France,669,39,8,0.0,2,0.0,1.0,119059.45,0,0.017139278
Shen,5396-15661412,Male,36-45,France,542,42,1,0.0,1,1.0,1.0,178256.58,0,0.3496773
Kao,58858-15672467,Male,36-45,Germany,775,42,5,129855.35,1,1.0,1.0,153535.36,0,0.2857637
Yobanna,68942-15754574,Female,26-35,France,594,27,9,0.0,2,1.0,1.0,64593.87,0,0.014549567
Hs?,46962-15756918,Male,26-35,France,707,29,3,0.0,2,1.0,0.0,158958.9,0,0.015690977
T'an,50530-15644878,Male,26-35,Germany,583,29,1,121164.93,1,1.0,0.0,126761.9,0,0.24439698
Onwuamaeze,126517-15683562,Female,36-45,France,724,38,1,0.0,2,1.0,0.0,90876.95,0,0.046864495
Ku,13608-15724150,Female,36-45,Spain,543,41,0,0.0,1,1.0,1.0,170880.93,0,0.4014044
Avdeeva,156983-15633922,Male,36-45,France,733,44,4,106086.42,2,1.0,1.0,101617.64,0,0.06641852
Li,36699-15691817,Male,26-35,France,710,31,3,0.0,2,1.0,0.0,164549.74,0,0.015433143
Hsiao,55936-15593250,Male,26-35,France,753,29,5,0.0,2,1.0,0.0,44904.26,0,0.019408418
Golubev,155393-15794792,Male,26-35,France,612,29,7,0.0,2,1.0,1.0,54129.86,0,0.0087195
